indexSequence,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5
CHR-2-Sequence-1356,30.3501945525,29.1828793774,40.46692607,0.0,0.0,25.6809338521,30.7392996109,43.1906614786,0.389105058366,0.0,16.3424124514,33.8521400778,48.6381322957,0.778210116732,0.389105058366
CHR-2-Sequence-1357,3.50194552529,21.4007782101,73.9299610895,0.778210116732,0.389105058366,1.55642023346,16.3424124514,81.7120622568,0.389105058366,0.0,0.0,6.22568093385,92.2178988327,1.55642023346,0.0
CHR-2-Sequence-1358,8.17120622568,30.7392996109,61.0894941634,0.0,0.0,4.66926070039,21.0116731518,74.3190661479,0.0,0.0,0.0,14.3968871595,84.8249027237,0.778210116732,0.0
CHR-2-Sequence-1361,4.66926070039,14.0077821012,81.3229571984,0.0,0.0,0.389105058366,5.44747081712,92.6070038911,1.1673151751,0.389105058366,0.0,1.55642023346,97.6653696498,0.389105058366,0.389105058366
CHR-2-Sequence-1362,13.6186770428,30.7392996109,55.2529182879,0.389105058366,0.0,7.00389105058,22.5680933852,69.6498054475,0.778210116732,0.0,2.33463035019,17.1206225681,79.3774319066,1.1673151751,0.0
CHR-2-Sequence-1363,14.0077821012,30.3501945525,55.6420233463,0.0,0.0,6.61478599222,19.8443579767,73.5408560311,0.0,0.0,1.94552529183,17.5097276265,79.766536965,0.778210116732,0.0
CHR-2-Sequence-1365,1.55642023346,12.0622568093,85.9922178988,0.389105058366,0.0,5.05836575875,17.1206225681,75.8754863813,1.55642023346,0.389105058366,5.05836575875,21.0116731518,73.5408560311,0.0,0.389105058366
CHR-2-Sequence-1366,10.8949416342,36.5758754864,52.5291828794,0.0,0.0,11.2840466926,26.4591439689,62.2568093385,0.0,0.0,3.11284046693,24.1245136187,72.373540856,0.0,0.389105058366
CHR-2-Sequence-1367,32.6848249027,33.4630350195,33.8521400778,0.0,0.0,32.2957198444,28.0155642023,39.6887159533,0.0,0.0,14.0077821012,28.0155642023,57.1984435798,0.778210116732,0.0
CHR-2-Sequence-1370,26.4591439689,34.2412451362,39.2996108949,0.0,0.0,25.6809338521,31.1284046693,42.8015564202,0.0,0.389105058366,9.72762645914,29.5719844358,60.3112840467,0.0,0.389105058366
CHR-2-Sequence-1372,5.05836575875,21.0116731518,73.5408560311,0.389105058366,0.0,2.72373540856,12.8404669261,84.046692607,0.0,0.389105058366,0.389105058366,7.00389105058,92.2178988327,0.389105058366,0.0
CHR-2-Sequence-1373,12.8404669261,29.9610894942,57.1984435798,0.0,0.0,13.2295719844,28.4046692607,57.1984435798,0.778210116732,0.389105058366,4.66926070039,25.6809338521,69.2607003891,0.389105058366,0.0
CHR-2-Sequence-1374,30.7392996109,32.2957198444,36.9649805447,0.0,0.0,26.4591439689,29.1828793774,43.9688715953,0.389105058366,0.0,17.1206225681,28.4046692607,53.3073929961,0.778210116732,0.389105058366
CHR-2-Sequence-1377,3.50194552529,31.5175097276,64.9805447471,0.0,0.0,1.94552529183,25.2918287938,72.7626459144,0.0,0.0,0.389105058366,10.8949416342,87.1595330739,0.389105058366,1.1673151751
CHR-2-Sequence-1378,5.05836575875,33.8521400778,61.0894941634,0.0,0.0,3.50194552529,22.1789883268,73.9299610895,0.389105058366,0.0,0.389105058366,10.5058365759,88.7159533074,0.389105058366,0.0
CHR-2-Sequence-1379,23.3463035019,36.5758754864,40.0778210117,0.0,0.0,19.0661478599,35.4085603113,44.7470817121,0.389105058366,0.389105058366,13.6186770428,28.4046692607,57.9766536965,0.0,0.0
CHR-2-Sequence-1380,17.5097276265,41.6342412451,40.8560311284,0.0,0.0,18.2879377432,32.2957198444,49.0272373541,0.389105058366,0.0,11.673151751,28.4046692607,59.9221789883,0.0,0.0
CHR-2-Sequence-1382,0.389105058366,8.56031128405,90.6614785992,0.0,0.389105058366,0.389105058366,5.44747081712,93.3852140078,0.778210116732,0.0,0.0,3.50194552529,96.4980544747,0.0,0.0
CHR-2-Sequence-1384,0.389105058366,10.5058365759,89.1050583658,0.0,0.0,1.1673151751,7.39299610895,91.0505836576,0.389105058366,0.0,0.778210116732,9.33852140078,89.4941634241,0.389105058366,0.0
CHR-2-Sequence-1387,8.17120622568,33.8521400778,57.5875486381,0.0,0.389105058366,4.28015564202,24.513618677,71.2062256809,0.0,0.0,3.50194552529,21.7898832685,74.3190661479,0.389105058366,0.0
CHR-2-Sequence-1388,14.3968871595,33.4630350195,52.140077821,0.0,0.0,14.3968871595,32.6848249027,52.140077821,0.778210116732,0.0,8.56031128405,30.3501945525,61.0894941634,0.0,0.0
CHR-2-Sequence-1392,29.5719844358,30.7392996109,39.6887159533,0.0,0.0,21.0116731518,33.0739299611,45.9143968872,0.0,0.0,13.2295719844,26.8482490272,59.9221789883,0.0,0.0
CHR-2-Sequence-1393,19.8443579767,37.3540856031,42.8015564202,0.0,0.0,21.0116731518,28.7937743191,50.1945525292,0.0,0.0,10.8949416342,31.906614786,56.8093385214,0.389105058366,0.0
CHR-2-Sequence-1394,19.0661478599,37.3540856031,43.579766537,0.0,0.0,20.233463035,29.5719844358,50.1945525292,0.0,0.0,11.2840466926,29.5719844358,58.7548638132,0.0,0.389105058366
CHR-2-Sequence-1398,28.4046692607,28.4046692607,42.8015564202,0.389105058366,0.0,26.0700389105,29.1828793774,44.7470817121,0.0,0.0,14.3968871595,33.0739299611,52.140077821,0.0,0.389105058366
CHR-2-Sequence-1400,28.7937743191,32.2957198444,38.9105058366,0.0,0.0,24.513618677,28.4046692607,47.0817120623,0.0,0.0,15.5642023346,30.7392996109,53.3073929961,0.389105058366,0.0
CHR-2-Sequence-1403,27.626459144,35.7976653696,36.5758754864,0.0,0.0,26.8482490272,33.8521400778,38.1322957198,0.778210116732,0.389105058366,14.3968871595,31.1284046693,53.6964980545,0.389105058366,0.389105058366
CHR-2-Sequence-1404,2.33463035019,17.8988326848,79.766536965,0.0,0.0,1.55642023346,15.5642023346,82.1011673152,0.778210116732,0.0,0.0,10.1167315175,89.1050583658,0.778210116732,0.0
CHR-2-Sequence-1406,0.0,11.2840466926,88.7159533074,0.0,0.0,0.0,5.05836575875,94.9416342412,0.0,0.0,0.0,3.11284046693,96.8871595331,0.0,0.0
CHR-2-Sequence-1407,23.7354085603,28.0155642023,47.859922179,0.389105058366,0.0,22.9571984436,31.1284046693,45.1361867704,0.389105058366,0.389105058366,13.6186770428,33.4630350195,52.5291828794,0.389105058366,0.0
CHR-2-Sequence-1409,33.4630350195,31.906614786,34.6303501946,0.0,0.0,25.2918287938,30.7392996109,43.579766537,0.389105058366,0.0,9.33852140078,31.906614786,57.5875486381,0.778210116732,0.389105058366
CHR-2-Sequence-1410,11.673151751,31.906614786,56.420233463,0.0,0.0,4.28015564202,23.7354085603,70.0389105058,1.94552529183,0.0,1.55642023346,15.1750972763,82.8793774319,0.389105058366,0.0
CHR-2-Sequence-1412,19.8443579767,35.0194552529,45.1361867704,0.0,0.0,21.0116731518,25.6809338521,53.3073929961,0.0,0.0,5.83657587549,23.7354085603,69.2607003891,1.1673151751,0.0
CHR-2-Sequence-1413,20.6225680934,40.8560311284,38.5214007782,0.0,0.0,22.5680933852,26.8482490272,49.4163424125,0.389105058366,0.778210116732,11.673151751,27.626459144,60.7003891051,0.0,0.0
CHR-2-Sequence-1416,14.3968871595,29.9610894942,55.6420233463,0.0,0.0,13.6186770428,25.6809338521,60.3112840467,0.0,0.389105058366,8.56031128405,21.0116731518,70.0389105058,0.389105058366,0.0
CHR-2-Sequence-1420,12.0622568093,28.0155642023,59.9221789883,0.0,0.0,8.17120622568,22.9571984436,68.093385214,0.389105058366,0.389105058366,3.11284046693,24.513618677,71.5953307393,0.778210116732,0.0
CHR-2-Sequence-1421,9.33852140078,30.7392996109,59.9221789883,0.0,0.0,8.17120622568,21.0116731518,70.8171206226,0.0,0.0,2.33463035019,22.9571984436,73.5408560311,0.778210116732,0.389105058366
CHR-2-Sequence-1424,21.0116731518,33.4630350195,45.5252918288,0.0,0.0,15.953307393,28.0155642023,55.6420233463,0.389105058366,0.0,8.17120622568,26.8482490272,64.2023346304,0.778210116732,0.0
CHR-2-Sequence-1426,0.778210116732,13.2295719844,85.9922178988,0.0,0.0,2.33463035019,14.0077821012,83.2684824903,0.389105058366,0.0,0.389105058366,10.1167315175,89.1050583658,0.389105058366,0.0
CHR-2-Sequence-1427,17.8988326848,34.2412451362,47.859922179,0.0,0.0,15.1750972763,30.7392996109,53.6964980545,0.389105058366,0.0,6.61478599222,28.7937743191,64.2023346304,0.0,0.389105058366
CHR-2-Sequence-1430,13.2295719844,31.5175097276,55.2529182879,0.0,0.0,8.17120622568,21.0116731518,70.0389105058,0.778210116732,0.0,4.28015564202,24.9027237354,70.8171206226,0.0,0.0
CHR-2-Sequence-1437,11.2840466926,30.7392996109,57.9766536965,0.0,0.0,6.22568093385,22.5680933852,70.8171206226,0.389105058366,0.0,3.11284046693,28.0155642023,68.8715953307,0.0,0.0
CHR-2-Sequence-1439,25.6809338521,30.3501945525,43.9688715953,0.0,0.0,24.513618677,28.0155642023,45.9143968872,1.1673151751,0.389105058366,17.5097276265,31.5175097276,49.4163424125,1.55642023346,0.0
CHR-2-Sequence-1441,22.1789883268,35.0194552529,42.8015564202,0.0,0.0,23.3463035019,28.7937743191,47.859922179,0.0,0.0,14.0077821012,26.4591439689,59.53307393,0.0,0.0
CHR-2-Sequence-1442,14.3968871595,32.2957198444,53.3073929961,0.0,0.0,16.7315175097,27.2373540856,56.0311284047,0.0,0.0,3.11284046693,28.0155642023,68.4824902724,0.389105058366,0.0
CHR-2-Sequence-1443,34.6303501946,31.1284046693,33.8521400778,0.0,0.389105058366,31.5175097276,27.626459144,38.9105058366,1.94552529183,0.0,15.1750972763,33.8521400778,49.8054474708,0.778210116732,0.389105058366
CHR-2-Sequence-1445,19.8443579767,39.6887159533,40.46692607,0.0,0.0,17.5097276265,33.8521400778,48.2490272374,0.389105058366,0.0,15.5642023346,30.7392996109,53.3073929961,0.389105058366,0.0
CHR-2-Sequence-1446,12.0622568093,31.5175097276,56.420233463,0.0,0.0,8.56031128405,24.9027237354,65.3696498054,1.1673151751,0.0,2.72373540856,24.513618677,71.9844357977,0.778210116732,0.0
CHR-2-Sequence-1447,9.72762645914,31.5175097276,58.3657587549,0.0,0.389105058366,8.94941634241,24.9027237354,65.7587548638,0.389105058366,0.0,3.11284046693,19.8443579767,76.2645914397,0.778210116732,0.0
CHR-2-Sequence-1448,7.39299610895,29.9610894942,62.6459143969,0.0,0.0,5.83657587549,22.1789883268,71.5953307393,0.389105058366,0.0,1.1673151751,21.4007782101,77.4319066148,0.0,0.0
CHR-2-Sequence-1451,7.39299610895,25.6809338521,66.9260700389,0.0,0.0,6.22568093385,18.6770428016,74.7081712062,0.389105058366,0.0,3.11284046693,15.1750972763,81.7120622568,0.0,0.0
CHR-2-Sequence-1452,1.94552529183,16.7315175097,81.3229571984,0.0,0.0,2.72373540856,16.7315175097,79.766536965,0.778210116732,0.0,2.33463035019,17.5097276265,79.766536965,0.389105058366,0.0
CHR-2-Sequence-1453,1.55642023346,14.7859922179,83.2684824903,0.389105058366,0.0,2.33463035019,7.78210116732,88.326848249,0.778210116732,0.778210116732,1.55642023346,8.94941634241,89.4941634241,0.0,0.0
CHR-2-Sequence-1454,25.6809338521,34.2412451362,40.0778210117,0.0,0.0,25.2918287938,31.5175097276,42.8015564202,0.389105058366,0.0,17.5097276265,33.8521400778,47.4708171206,0.778210116732,0.389105058366
CHR-2-Sequence-1455,20.233463035,35.7976653696,43.9688715953,0.0,0.0,16.3424124514,28.7937743191,54.0856031128,0.389105058366,0.389105058366,9.33852140078,28.7937743191,61.4785992218,0.0,0.389105058366
CHR-2-Sequence-1456,9.72762645914,30.3501945525,59.1439688716,0.778210116732,0.0,11.673151751,21.4007782101,66.5369649805,0.0,0.389105058366,3.50194552529,20.233463035,76.2645914397,0.0,0.0
CHR-2-Sequence-1460,17.5097276265,32.2957198444,49.8054474708,0.0,0.389105058366,15.953307393,27.2373540856,56.8093385214,0.0,0.0,8.17120622568,25.6809338521,65.3696498054,0.778210116732,0.0
CHR-2-Sequence-1461,25.6809338521,27.2373540856,47.0817120623,0.0,0.0,19.0661478599,30.3501945525,50.1945525292,0.0,0.389105058366,12.0622568093,29.5719844358,58.3657587549,0.0,0.0
CHR-2-Sequence-1463,21.0116731518,32.2957198444,46.3035019455,0.389105058366,0.0,15.5642023346,26.4591439689,57.9766536965,0.0,0.0,10.1167315175,29.9610894942,59.53307393,0.389105058366,0.0
CHR-2-Sequence-1464,12.4513618677,30.3501945525,57.1984435798,0.0,0.0,9.72762645914,26.0700389105,63.813229572,0.389105058366,0.0,4.28015564202,22.5680933852,71.9844357977,0.778210116732,0.389105058366
CHR-2-Sequence-1465,1.94552529183,12.4513618677,85.2140077821,0.389105058366,0.0,0.0,6.61478599222,93.3852140078,0.0,0.0,0.0,4.28015564202,95.719844358,0.0,0.0
CHR-2-Sequence-1467,29.9610894942,33.0739299611,36.9649805447,0.0,0.0,24.513618677,22.9571984436,52.5291828794,0.0,0.0,14.3968871595,28.4046692607,57.1984435798,0.0,0.0
CHR-2-Sequence-1473,10.8949416342,33.8521400778,54.8638132296,0.0,0.389105058366,8.94941634241,30.7392996109,59.1439688716,0.778210116732,0.389105058366,5.05836575875,23.7354085603,70.0389105058,1.1673151751,0.0
CHR-2-Sequence-1475,24.9027237354,31.5175097276,43.579766537,0.0,0.0,21.4007782101,28.7937743191,49.4163424125,0.389105058366,0.0,9.33852140078,33.0739299611,57.1984435798,0.389105058366,0.0
CHR-2-Sequence-1476,25.6809338521,32.2957198444,42.0233463035,0.0,0.0,21.4007782101,24.1245136187,54.0856031128,0.389105058366,0.0,10.8949416342,28.4046692607,60.7003891051,0.0,0.0
CHR-2-Sequence-1477,14.3968871595,29.5719844358,56.0311284047,0.0,0.0,15.953307393,30.7392996109,52.5291828794,0.389105058366,0.389105058366,9.72762645914,29.9610894942,59.9221789883,0.389105058366,0.0
CHR-2-Sequence-1478,11.2840466926,36.5758754864,52.140077821,0.0,0.0,16.3424124514,24.9027237354,58.3657587549,0.0,0.389105058366,13.6186770428,28.4046692607,57.9766536965,0.0,0.0
CHR-2-Sequence-1480,9.72762645914,24.513618677,65.7587548638,0.0,0.0,14.7859922179,21.0116731518,63.0350194553,0.778210116732,0.389105058366,8.17120622568,25.2918287938,66.5369649805,0.0,0.0
CHR-2-Sequence-1481,14.7859922179,34.2412451362,50.9727626459,0.0,0.0,10.1167315175,30.7392996109,58.7548638132,0.389105058366,0.0,5.05836575875,22.5680933852,71.9844357977,0.389105058366,0.0
CHR-2-Sequence-1482,0.0,12.4513618677,87.5486381323,0.0,0.0,0.0,6.22568093385,91.439688716,1.55642023346,0.778210116732,0.0,2.33463035019,96.4980544747,0.389105058366,0.778210116732
CHR-2-Sequence-1485,12.8404669261,30.3501945525,56.8093385214,0.0,0.0,9.33852140078,22.9571984436,66.5369649805,0.778210116732,0.389105058366,3.50194552529,19.4552529183,76.2645914397,0.778210116732,0.0
CHR-2-Sequence-1486,11.2840466926,36.186770428,52.5291828794,0.0,0.0,10.5058365759,25.6809338521,63.813229572,0.0,0.0,4.28015564202,24.513618677,70.8171206226,0.389105058366,0.0
CHR-2-Sequence-1487,20.6225680934,27.626459144,51.7509727626,0.0,0.0,11.2840466926,23.3463035019,63.813229572,0.389105058366,1.1673151751,2.33463035019,16.7315175097,80.1556420233,0.778210116732,0.0
CHR-2-Sequence-1488,32.2957198444,32.2957198444,35.4085603113,0.0,0.0,24.9027237354,33.4630350195,39.6887159533,1.94552529183,0.0,16.7315175097,30.3501945525,52.9182879377,0.0,0.0
CHR-2-Sequence-1492,3.89105058366,22.9571984436,72.7626459144,0.389105058366,0.0,5.83657587549,17.5097276265,76.2645914397,0.389105058366,0.0,1.55642023346,17.5097276265,80.5447470817,0.0,0.389105058366
CHR-2-Sequence-1493,6.22568093385,24.513618677,69.2607003891,0.0,0.0,5.05836575875,17.5097276265,76.2645914397,0.778210116732,0.389105058366,1.55642023346,12.4513618677,85.9922178988,0.0,0.0
CHR-2-Sequence-1496,14.3968871595,36.5758754864,48.6381322957,0.389105058366,0.0,13.2295719844,31.1284046693,54.4747081712,1.1673151751,0.0,8.17120622568,29.5719844358,61.8677042802,0.389105058366,0.0
CHR-2-Sequence-1497,25.6809338521,31.906614786,42.4124513619,0.0,0.0,21.4007782101,28.0155642023,50.1945525292,0.389105058366,0.0,10.8949416342,29.5719844358,59.53307393,0.0,0.0
CHR-2-Sequence-1501,27.2373540856,34.6303501946,38.1322957198,0.0,0.0,23.3463035019,26.8482490272,48.6381322957,0.778210116732,0.389105058366,9.72762645914,29.5719844358,60.3112840467,0.389105058366,0.0
CHR-2-Sequence-1502,22.5680933852,36.5758754864,40.46692607,0.389105058366,0.0,22.9571984436,31.1284046693,45.9143968872,0.0,0.0,13.6186770428,34.6303501946,51.7509727626,0.0,0.0
CHR-2-Sequence-1504,22.5680933852,37.7431906615,39.2996108949,0.389105058366,0.0,23.3463035019,30.3501945525,46.3035019455,0.0,0.0,13.2295719844,34.6303501946,52.140077821,0.0,0.0
CHR-2-Sequence-1505,20.233463035,27.2373540856,52.5291828794,0.0,0.0,17.1206225681,23.3463035019,58.3657587549,1.1673151751,0.0,12.0622568093,27.2373540856,60.3112840467,0.389105058366,0.0
CHR-2-Sequence-1506,7.39299610895,18.2879377432,74.3190661479,0.0,0.0,2.33463035019,14.7859922179,82.8793774319,0.0,0.0,0.0,6.22568093385,92.2178988327,0.778210116732,0.778210116732
CHR-2-Sequence-1507,7.78210116732,33.8521400778,58.3657587549,0.0,0.0,10.5058365759,28.4046692607,61.0894941634,0.0,0.0,5.05836575875,32.2957198444,61.8677042802,0.778210116732,0.0
CHR-2-Sequence-1508,3.11284046693,18.6770428016,78.2101167315,0.0,0.0,0.0,3.89105058366,92.2178988327,3.50194552529,0.389105058366,0.0,0.778210116732,97.6653696498,0.778210116732,0.778210116732
CHR-2-Sequence-1509,26.4591439689,33.4630350195,40.0778210117,0.0,0.0,18.6770428016,28.0155642023,53.3073929961,0.0,0.0,5.83657587549,26.4591439689,66.9260700389,0.778210116732,0.0
CHR-2-Sequence-1514,29.5719844358,35.0194552529,35.4085603113,0.0,0.0,22.1789883268,31.1284046693,46.6926070039,0.0,0.0,12.0622568093,30.3501945525,57.1984435798,0.0,0.389105058366
CHR-2-Sequence-1517,33.8521400778,27.626459144,38.5214007782,0.0,0.0,24.1245136187,30.7392996109,44.7470817121,0.389105058366,0.0,15.5642023346,30.3501945525,52.9182879377,0.778210116732,0.389105058366
CHR-2-Sequence-1518,1.1673151751,11.673151751,87.1595330739,0.0,0.0,0.778210116732,9.72762645914,88.326848249,0.778210116732,0.389105058366,0.0,3.89105058366,96.1089494163,0.0,0.0
CHR-2-Sequence-1519,5.83657587549,19.8443579767,74.3190661479,0.0,0.0,4.28015564202,15.5642023346,79.766536965,0.389105058366,0.0,0.778210116732,17.1206225681,81.3229571984,0.389105058366,0.389105058366
CHR-2-Sequence-1520,15.1750972763,32.2957198444,52.140077821,0.0,0.389105058366,17.1206225681,33.0739299611,49.8054474708,0.0,0.0,12.0622568093,33.4630350195,54.4747081712,0.0,0.0
CHR-2-Sequence-1521,1.94552529183,12.0622568093,85.9922178988,0.0,0.0,1.1673151751,9.72762645914,86.7704280156,1.94552529183,0.389105058366,0.0,8.17120622568,91.439688716,0.389105058366,0.0
CHR-2-Sequence-1523,16.7315175097,29.5719844358,53.6964980545,0.0,0.0,13.2295719844,25.2918287938,60.7003891051,0.778210116732,0.0,4.28015564202,22.9571984436,72.373540856,0.389105058366,0.0
CHR-2-Sequence-1526,18.6770428016,29.1828793774,52.140077821,0.0,0.0,10.8949416342,32.6848249027,55.6420233463,0.389105058366,0.389105058366,3.89105058366,27.626459144,68.093385214,0.389105058366,0.0
CHR-2-Sequence-1528,16.3424124514,33.4630350195,49.8054474708,0.389105058366,0.0,12.0622568093,26.8482490272,60.3112840467,0.778210116732,0.0,5.05836575875,21.7898832685,72.7626459144,0.389105058366,0.0
CHR-2-Sequence-1531,6.61478599222,21.4007782101,71.2062256809,0.389105058366,0.389105058366,5.05836575875,17.5097276265,77.0428015564,0.389105058366,0.0,1.55642023346,11.2840466926,86.3813229572,0.778210116732,0.0
CHR-2-Sequence-1532,33.0739299611,29.5719844358,36.9649805447,0.389105058366,0.0,25.6809338521,28.0155642023,45.5252918288,0.389105058366,0.389105058366,9.33852140078,28.0155642023,62.2568093385,0.0,0.389105058366
CHR-2-Sequence-1534,20.233463035,34.6303501946,45.1361867704,0.0,0.0,18.6770428016,27.626459144,52.9182879377,0.778210116732,0.0,6.61478599222,25.2918287938,67.3151750973,0.389105058366,0.389105058366
CHR-2-Sequence-1535,13.6186770428,31.1284046693,55.2529182879,0.0,0.0,11.2840466926,24.513618677,63.4241245136,0.778210116732,0.0,5.83657587549,18.6770428016,75.0972762646,0.389105058366,0.0
CHR-2-Sequence-1536,21.7898832685,33.4630350195,44.7470817121,0.0,0.0,18.6770428016,28.4046692607,51.7509727626,0.778210116732,0.389105058366,12.0622568093,24.9027237354,62.6459143969,0.389105058366,0.0
CHR-2-Sequence-1537,18.6770428016,36.186770428,45.1361867704,0.0,0.0,14.3968871595,28.0155642023,57.1984435798,0.389105058366,0.0,10.5058365759,27.2373540856,62.2568093385,0.0,0.0
CHR-2-Sequence-1538,24.9027237354,31.906614786,43.1906614786,0.0,0.0,21.7898832685,24.513618677,53.3073929961,0.0,0.389105058366,10.1167315175,29.9610894942,59.53307393,0.389105058366,0.0
CHR-2-Sequence-1539,22.9571984436,35.7976653696,40.8560311284,0.389105058366,0.0,21.7898832685,28.0155642023,49.8054474708,0.0,0.389105058366,10.1167315175,29.5719844358,60.3112840467,0.0,0.0
CHR-2-Sequence-1540,3.11284046693,12.4513618677,84.046692607,0.389105058366,0.0,3.11284046693,8.56031128405,85.9922178988,2.33463035019,0.0,0.778210116732,7.39299610895,90.2723735409,1.1673151751,0.389105058366
CHR-2-Sequence-1541,17.1206225681,31.1284046693,51.7509727626,0.0,0.0,14.3968871595,26.4591439689,58.7548638132,0.389105058366,0.0,5.83657587549,23.3463035019,70.0389105058,0.778210116732,0.0
CHR-2-Sequence-1542,22.5680933852,38.5214007782,38.9105058366,0.0,0.0,18.6770428016,26.0700389105,55.2529182879,0.0,0.0,5.44747081712,26.8482490272,67.7042801556,0.0,0.0
CHR-2-Sequence-1544,26.0700389105,35.7976653696,38.1322957198,0.0,0.0,20.6225680934,28.0155642023,51.3618677043,0.0,0.0,5.44747081712,30.7392996109,63.813229572,0.0,0.0
CHR-2-Sequence-1546,8.17120622568,33.4630350195,57.9766536965,0.0,0.389105058366,8.17120622568,22.1789883268,68.8715953307,0.778210116732,0.0,3.11284046693,23.7354085603,72.373540856,0.778210116732,0.0
CHR-2-Sequence-1547,8.17120622568,29.1828793774,62.2568093385,0.389105058366,0.0,4.66926070039,20.233463035,74.7081712062,0.389105058366,0.0,1.55642023346,20.233463035,77.4319066148,0.778210116732,0.0
CHR-2-Sequence-1548,8.56031128405,33.0739299611,58.3657587549,0.0,0.0,9.72762645914,22.5680933852,67.3151750973,0.389105058366,0.0,2.72373540856,20.233463035,76.6536964981,0.389105058366,0.0
CHR-2-Sequence-1549,7.00389105058,23.7354085603,69.2607003891,0.0,0.0,3.50194552529,14.7859922179,81.3229571984,0.389105058366,0.0,0.389105058366,8.56031128405,90.2723735409,0.778210116732,0.0
CHR-2-Sequence-1550,28.0155642023,30.7392996109,40.8560311284,0.0,0.389105058366,29.1828793774,25.2918287938,45.5252918288,0.0,0.0,14.3968871595,33.4630350195,52.140077821,0.0,0.0
CHR-2-Sequence-1551,6.22568093385,14.3968871595,79.3774319066,0.0,0.0,2.72373540856,19.0661478599,77.0428015564,0.389105058366,0.778210116732,0.0,14.3968871595,84.8249027237,0.389105058366,0.389105058366
CHR-2-Sequence-1558,23.3463035019,36.9649805447,39.2996108949,0.389105058366,0.0,25.2918287938,24.9027237354,49.8054474708,0.0,0.0,13.6186770428,30.3501945525,55.6420233463,0.0,0.389105058366
CHR-2-Sequence-1561,29.5719844358,36.5758754864,33.8521400778,0.0,0.0,28.0155642023,31.1284046693,40.0778210117,0.778210116732,0.0,17.8988326848,32.6848249027,48.6381322957,0.389105058366,0.389105058366
CHR-2-Sequence-1562,26.8482490272,37.7431906615,35.0194552529,0.389105058366,0.0,26.0700389105,33.0739299611,40.0778210117,0.389105058366,0.389105058366,16.7315175097,30.7392996109,51.7509727626,0.389105058366,0.389105058366
CHR-2-Sequence-1563,0.0,7.78210116732,92.2178988327,0.0,0.0,0.0,8.94941634241,90.6614785992,0.389105058366,0.0,0.389105058366,4.28015564202,93.3852140078,1.55642023346,0.389105058366
CHR-2-Sequence-1569,5.83657587549,24.9027237354,68.8715953307,0.389105058366,0.0,5.44747081712,21.4007782101,72.7626459144,0.389105058366,0.0,1.1673151751,19.4552529183,79.3774319066,0.0,0.0
CHR-2-Sequence-1578,15.1750972763,32.2957198444,52.5291828794,0.0,0.0,12.4513618677,24.9027237354,62.6459143969,0.0,0.0,8.94941634241,27.626459144,63.4241245136,0.0,0.0
CHR-2-Sequence-1579,12.4513618677,39.2996108949,48.2490272374,0.0,0.0,11.673151751,32.2957198444,54.8638132296,0.778210116732,0.389105058366,7.78210116732,29.1828793774,62.6459143969,0.389105058366,0.0
CHR-2-Sequence-1580,22.1789883268,35.0194552529,42.8015564202,0.0,0.0,17.5097276265,27.626459144,54.4747081712,0.389105058366,0.0,9.72762645914,24.513618677,65.3696498054,0.389105058366,0.0
CHR-2-Sequence-1581,22.5680933852,33.4630350195,43.9688715953,0.0,0.0,18.6770428016,27.626459144,53.3073929961,0.389105058366,0.0,8.17120622568,25.6809338521,66.1478599222,0.0,0.0
CHR-2-Sequence-1582,20.6225680934,33.0739299611,46.3035019455,0.0,0.0,18.6770428016,25.2918287938,55.2529182879,0.778210116732,0.0,11.673151751,28.7937743191,59.1439688716,0.0,0.389105058366
CHR-2-Sequence-1583,15.5642023346,36.5758754864,47.4708171206,0.0,0.389105058366,15.1750972763,28.4046692607,56.0311284047,0.389105058366,0.0,8.94941634241,31.906614786,59.1439688716,0.0,0.0
CHR-2-Sequence-1585,12.0622568093,33.0739299611,53.6964980545,0.778210116732,0.389105058366,11.673151751,31.5175097276,56.0311284047,0.778210116732,0.0,9.33852140078,28.4046692607,61.4785992218,0.778210116732,0.0
CHR-2-Sequence-1586,13.2295719844,37.3540856031,49.0272373541,0.389105058366,0.0,13.6186770428,29.1828793774,56.0311284047,0.778210116732,0.389105058366,7.00389105058,28.4046692607,64.2023346304,0.0,0.389105058366
CHR-2-Sequence-1589,12.4513618677,34.6303501946,52.9182879377,0.0,0.0,8.17120622568,31.1284046693,59.53307393,0.389105058366,0.778210116732,2.33463035019,26.0700389105,71.2062256809,0.389105058366,0.0
CHR-2-Sequence-1590,3.50194552529,26.0700389105,69.6498054475,0.0,0.778210116732,2.72373540856,15.953307393,79.766536965,1.55642023346,0.0,0.778210116732,13.6186770428,84.8249027237,0.389105058366,0.389105058366
CHR-2-Sequence-1594,6.61478599222,25.6809338521,67.3151750973,0.0,0.389105058366,3.50194552529,24.1245136187,71.9844357977,0.389105058366,0.0,0.778210116732,12.0622568093,86.7704280156,0.389105058366,0.0
CHR-2-Sequence-1595,6.61478599222,31.906614786,61.4785992218,0.0,0.0,5.44747081712,25.2918287938,68.8715953307,0.0,0.389105058366,0.389105058366,16.3424124514,82.8793774319,0.389105058366,0.0
